supplier_uuid,supplier_name,contact_name,email,country,phone,performance_score,last_audit_date,preferred_supplier,supplier_uuid,status,compliance_score,last_inspection,supplier_uuid,category,rating,last_order_date
c0b6fce2-de53-490a-a34b-6cf62053da42,Garcia-Smith,John Peterson,kingmichelle@short.info,Barbados,001-802-529-4131,3.16,2024-12-11,Yes,a6146a63-8ddf-43ed-a39c-6017151a0c50,pending,63.9,2025-03-07,0e71cce2-5494-4569-bebd-c1fcd4889317,Manufacturing,2.56,2024-09-10
715629ee-e893-4e3d-b354-ea6f61607459,Dalton-Branch,Marc Lynch,mezajared@baker.com,Dominican Republic,(681)220-6797,2.15,2023-11-09,Yes,4a72b877-3f02-4eb4-bb53-6f178d1c8a0f,inactive,92.6,2025-03-26,04fb0e83-d02a-4a90-92fc-8a1f844d8c66,Logistics,2.89,2024-07-29
dc0f2fcf-b3f6-4e0d-8860-3b32b4fb0eb9,Jones-Hall,Rick Lawrence,ronaldstephens@hernandez.com,Chad,999-347-1746x4887,2.06,2024-08-03,Yes,95d3777a-ce4e-40f0-b759-f9515e997058,pending,65.6,2025-03-03,b912bc5d-9954-46bf-a768-a7e0f70c03d9,Raw Materials,4.84,2023-11-22
5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,"Wright, Davis and Hayden",Laura Sampson,barbara27@pearson.org,Jordan,+1-671-875-6551x2567,2.46,2025-01-07,No,750fc6cc-ef46-4874-997c-dd2caf6990b9,inactive,71.9,2025-01-13,e1db1b64-3bf4-45b3-b387-e90f15bf82f1,Raw Materials,3.21,2024-10-13
168b1625-746f-4891-8964-fbbf8cd321b0,King-Wilson,Sharon Bryan,sandovalamy@brown-stone.org,Saudi Arabia,570.434.8247x7109,4.28,2024-01-06,Yes,c2928a39-9a0f-405d-951c-8b2edc5cf4d0,pending,77.9,2025-03-24,3b48d950-c413-49b6-b54b-79936448afef,Manufacturing,1.91,2024-11-14
17dc8eff-6872-43f9-8d60-593603802b70,Gay Inc,Bruce Collier,scantu@thornton.info,Ecuador,682.263.9821x465,3.65,2023-12-16,No,f29a15bd-7a3a-43a4-a76b-34162090e79b,pending,74.1,2025-05-16,8f8359b1-8876-419c-ab76-c642da63f98c,Logistics,1.42,2025-03-22
9475dbc9-9641-4ced-9664-d2644c6e27ff,"Burns, Hernandez and Ryan",Juan Daniels,mcantu@allen.biz,Aruba,976-262-7028x95171,1.42,2024-11-02,Yes,1917d09d-eb96-45af-861c-ac786dc3bb4a,pending,93.0,2024-08-26,276e35e0-fd2a-47c3-88c0-50879ee02820,Manufacturing,4.08,2023-06-12
f84f16b3-a79f-4faf-9ef5-768968f45bce,Jones LLC,Michael Santos,melissa86@sims-clay.info,Tunisia,+1-309-313-4316,1.94,2024-04-12,Yes,47d8e294-75c2-4159-8219-e09d911aafcf,pending,70.5,2025-03-16,9ad35d44-53b0-44dd-9184-8ebc39db6098,Manufacturing,4.63,2025-01-06
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Nguyen Inc,James Thomas,yknight@jackson.org,Trinidad and Tobago,(693)479-2374x7407,4.59,2023-07-16,No,c875c124-b56f-42cb-a8ed-3b4920ced174,active,80.5,2024-09-27,ae172964-c9c2-4967-bc1b-2178ebb199c7,Manufacturing,3.47,2024-10-05
966b1964-fcd6-4dca-9876-fd09f1faf665,Fowler-Coleman,Ryan Gonzalez,gcastaneda@james.org,French Polynesia,001-740-564-0909x743,2.97,2024-08-31,Yes,6c2cf94a-1752-4fe1-96ea-b1f9a017915b,pending,99.4,2025-03-20,a9901572-afb0-4bab-a29e-f984fdd13173,Manufacturing,2.43,2024-09-08
c16d83ed-ad81-48bd-8029-13ec9ef2b93e,"Saunders, Becker and Taylor",Mark Williams,xjohnson@anderson.biz,China,928.658.8424,3.83,2024-11-19,No,6fca060e-b381-4e66-8d59-cf43f77d774a,pending,72.9,2025-04-29,040f6ad3-f648-4eac-a786-13d58ede5ac7,Manufacturing,4.09,2023-06-03
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Taylor and Sons,Misty Whitney,christopher60@herrera-gibson.com,Myanmar,(651)837-0985x9317,4.46,2023-08-17,No,523511dc-e3a8-4706-b917-1a9b3ea541ea,active,90.2,2025-01-04,6b1e81ad-50dc-4e70-8324-960076469484,Manufacturing,1.7,2024-11-29
4dead645-0986-4beb-b23e-323d0b9bd934,Wilson-Young,Jasmine Watson,umatthews@mcclure.com,Syrian Arab Republic,796.240.5377x3515,2.91,2024-03-10,Yes,daded180-8a0c-4ba7-8809-b78ed7579783,active,63.1,2024-08-05,b4828f3e-a830-4ec9-935e-7037a6669d4e,Raw Materials,1.42,2025-04-10
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Davis-Lewis,Tricia Williams,john29@jones.com,Namibia,635.429.0422,1.62,2023-08-12,Yes,b2037945-f958-443d-93a2-fde82100fe4c,pending,82.3,2024-07-10,aa19f221-24ef-4104-990c-2bf788807d03,Logistics,1.97,2023-06-03
03cde2e3-21bd-4b41-8699-8731ddcf8766,Tyler-Young,Christopher Williams,vfox@alvarez.net,Nauru,278-239-0847,4.45,2025-05-22,No,de1939ff-83e5-49e7-99c9-96f43b15d34b,inactive,88.7,2024-12-13,df711c3c-b9c9-4497-bb67-52aba1ba9b8e,Raw Materials,1.42,2025-02-02
afa415e5-6d20-4496-a6d0-6371d8e88ebb,Henry Group,Bobby Franklin,martinezclaudia@kelley.net,French Polynesia,789.961.1836x736,3.36,2024-03-10,Yes,ad95ca76-2a46-487d-a2be-da6a151bfbe7,pending,87.8,2024-09-30,85d03e6c-4b2c-4b96-9ceb-87fdafa6c951,Raw Materials,4.18,2024-03-09
6d4067f4-5003-4b35-9857-8bafbac7e2b9,Ortega-Brooks,Thomas Jones,daviscolin@watson.net,Monaco,416-956-0494x51983,2.73,2023-11-03,No,57fca35e-da0f-4006-9eab-ba6b30d57f9a,pending,82.9,2024-05-25,10a98b05-5142-4f30-af98-92fc34e0519f,Logistics,3.29,2025-01-01
8e676a01-d86a-4460-99a1-120e1bb43332,Wilson-Ramirez,Jeffrey Hoffman,lynchdiane@adams.com,Uruguay,850-922-9612x01836,3.24,2024-01-28,Yes,d4fe63d2-a5cb-4e26-914a-f40e679bbf07,active,62.9,2024-12-28,56f76e73-ec32-4a0c-a8c1-d3662a8a6d14,Raw Materials,1.45,2024-08-02
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,"Carlson, Ware and Moore",Amber Miller,fstanley@ramos.com,Guatemala,(614)597-8403x69003,2.14,2024-12-04,Yes,013c8ce7-a4ae-47f6-8415-460f36b7ca22,pending,80.3,2024-09-01,97e9d34c-364d-430b-997a-5aceb220d886,Manufacturing,2.5,2024-12-09
53ffd3a2-4a19-4501-8169-b9fcc3a00c6f,Smith Ltd,Carl Patel,vincentwhitaker@jones-hensley.com,Jordan,6713596966,3.37,2024-03-15,No,9fa9f75d-7224-4dec-a1d9-4f9404dd33f4,inactive,80.2,2025-02-18,2f8f3e90-5c99-40c9-aff2-64ef020bbc40,Manufacturing,1.18,2023-11-04
cd2372c2-2bff-417b-9324-01fcf758dce2,"Stevens, Norris and Cox",Brian Graham,zwarren@reese-walker.com,Belarus,418.383.5523x12432,4.01,2023-09-30,No,4ed33889-daa1-4bbe-b3c0-81736f3da464,active,76.3,2024-06-30,eaa9a289-998d-4ce8-82c6-b65c8ebc1273,Manufacturing,3.24,2024-11-21
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,"Wolf, Cole and Glass",Madison Weber,edward17@welch-hogan.org,Azerbaijan,(881)947-7005x411,3.0,2024-07-21,Yes,200c57dc-6002-439d-8a06-53a5cfcc3aa5,active,64.7,2024-07-25,55805d6f-1669-4137-9c29-d5317a2f8c6c,Raw Materials,4.53,2025-04-17
e5582e16-bd29-4de9-8ab4-923bf4488385,Cole PLC,Erica Alvarez,susanhayes@haas-miller.com,Armenia,677.888.9255,3.29,2024-03-17,No,930fdff4-bb38-416b-9a26-78819cb25502,pending,80.3,2025-01-28,5fd6d19c-0cbd-4513-a1ed-7e19dbfa1757,Logistics,2.2,2024-02-13
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,"Holland, Jones and Davis",Diane Cummings,mathewaguilar@rangel.biz,Bulgaria,+1-214-786-5281x685,2.68,2024-01-04,No,c03aa551-40f5-4631-8cbe-d7b7a9ebb4d2,inactive,90.6,2025-02-26,c9932194-eef8-4811-82d2-3b3ff1af9b12,Raw Materials,3.52,2023-12-24
f29a6339-577b-455a-b6d5-5494f37fd50d,Lee-Cooke,Edward French,stanleynancy@anderson.org,Sudan,(970)565-3794,2.26,2024-06-17,Yes,ef4a3631-3bf7-4c16-8b22-80cae75b3b26,pending,83.7,2024-09-07,1a8e368e-3c9d-4edf-bf20-9f84b93caaed,Logistics,4.88,2023-06-04
c8cc7cfe-cf01-4944-b731-57494f3949a8,Mckee-Lee,Laura Alexander,kimberly88@burch-montoya.org,Burundi,907-458-1814x124,1.9,2025-01-20,No,d228a301-8d9a-4b95-a4e4-42d5154fa699,inactive,73.9,2024-08-01,e2acdd65-7d4f-46b5-9b11-5d418e7099ba,Logistics,2.88,2024-07-04
38d77b9a-e916-4a57-b248-23ab177a8a5f,Wilkerson-Arias,James Brooks,xvang@johnson.com,Somalia,(220)347-2779,4.25,2023-06-06,No,f47ed00b-5dee-4da1-92d8-8b944db50219,pending,60.5,2024-08-10,e325c95c-c2a5-448a-a1d1-4b4a0c4ad609,Manufacturing,1.24,2023-09-08
8c7e6f42-2646-4af9-95c0-244d3735262d,"Lynch, Henderson and Parsons",Bryan Allen,fbrown@herrera.com,French Guiana,(209)853-9621x85188,4.39,2025-02-20,Yes,ae6ef046-e8b7-4296-b28c-0d23e9ed0222,active,95.4,2024-08-15,c317ad26-17ce-4f3f-b6f3-71f218ea49a3,Logistics,1.46,2023-10-05
fb25664d-630a-4767-a2bb-522b0b251279,King-Smith,Haley Quinn,ingramjill@anderson-bell.com,Suriname,+1-227-772-2170x4303,2.91,2025-04-05,Yes,e92505f9-6ac0-48cd-a871-c2f48c75a40d,inactive,62.5,2025-01-06,0edf17ed-1c58-4c74-beb7-505d438b5756,Manufacturing,4.49,2024-12-07
d0be73ee-fd37-4539-a5f2-02f983f02dc7,"Kennedy, Johnson and Lucas",Scott Williams,joshua56@paul-kline.biz,Guadeloupe,(877)458-4161,4.82,2024-06-25,Yes,91674566-46e8-4b5f-bd6f-d7d8c4524ff6,inactive,75.0,2025-02-18,ed04f5f7-96c7-4d6c-a5cc-26cfeee28f5b,Raw Materials,2.0,2024-03-07
53f28f11-147f-4570-9a43-db54523ae993,"Phillips, Griffin and Robbins",Jeremy West,christina64@whitney.biz,Haiti,220.429.7021x35569,4.7,2024-10-01,No,b936b930-7e49-4ab8-9f59-ee5678f2ca52,inactive,91.5,2024-07-15,7966946f-a976-49bc-a29a-f75b60ab6614,Manufacturing,4.78,2025-01-13
71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,Berry PLC,Ernest Ramirez,johnsonjacob@hughes.com,Romania,339.747.3121x727,2.29,2024-09-23,No,aadfa996-39ae-433b-b034-9c65173a65bc,active,97.6,2025-02-22,65bc6a15-d66e-4161-86bb-5e5f2aaa141e,Manufacturing,2.03,2024-06-03
8acbbe09-8ccc-4cea-909f-d8eeb5a47200,Vance-York,Tammy Little,william13@young.com,Guyana,+1-695-878-2911,4.59,2025-05-23,No,28ea8b9d-5a91-4c67-8a8b-d16f7f0478fb,inactive,89.6,2025-05-02,3c01e2cb-d7f9-4239-be4c-641319078311,Raw Materials,2.99,2023-05-30
6929de73-8693-4d9d-ba89-cbebb807d78a,Morrow-Jones,Maria Cole,david89@saunders.biz,Macao,7186242253,1.6,2025-01-31,No,95489639-3672-44b3-8ec5-87d347cc3e06,pending,62.8,2024-07-01,37d5215d-997d-4946-9700-944d62535457,Logistics,4.27,2023-05-31
f4d375c1-a293-49fa-b240-d7a14027ab7d,"Hill, Weber and Mendez",Martin Vargas,georgeweber@morgan.com,Belgium,6946396907,4.14,2024-05-11,No,e72b95d3-d0a9-40e3-a69d-c66cc34da24d,inactive,85.9,2024-07-14,e0817301-cac8-4665-b30c-8a938a8a3068,Logistics,1.44,2023-12-22
67f5ae02-af5b-4f47-8eae-71cfce000af0,Chavez-Barker,Jason Marshall,catherine55@travis.com,Malaysia,+1-415-337-1473,1.34,2023-06-29,No,0ebb5522-34d6-4ce1-9ef9-5ef431fe6462,active,77.3,2024-07-04,3d7120ca-0135-4a2d-98a0-8413edb7ddcd,Logistics,3.97,2024-04-09
9d896047-dd39-4793-a257-a4a2f204be89,Wright-Grimes,Garrett Lane,james27@owens.com,Western Sahara,(687)233-9500x4797,3.97,2025-02-01,Yes,2352e8f7-c5c6-4851-9392-4e6bc87bba7c,inactive,96.1,2025-02-23,e165901e-5896-48e5-bc4c-7cc70abebdc7,Logistics,3.64,2024-10-23
43b47ee5-e1e8-4e7e-a249-8f666e51484d,"Diaz, Powell and Williams",Justin Cox,charles87@ramirez.com,Brunei Darussalam,865-258-5239,3.52,2023-06-26,No,99a84996-b3bc-4d3d-ae0b-2e65a98e1dde,pending,94.5,2024-10-18,096f70df-1db9-4a8f-af39-7b569e8a27d0,Raw Materials,4.11,2023-08-25
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,Stone-Hernandez,Brenda Velazquez,francisco94@rogers.org,French Southern Territories,505.251.6940x9749,1.41,2024-07-23,No,446e0071-240d-4984-b066-953087c5ea35,active,67.4,2025-03-28,5b899234-7522-488c-ab91-ced214da644e,Raw Materials,4.44,2025-02-14
b89f7039-a107-4c46-8634-17182ba6adb3,"Hampton, James and Underwood",Kenneth Graves,andrewedwards@gutierrez.biz,Macao,001-997-702-8385x78652,2.18,2024-06-26,No,d15a86bb-1c3a-4c6c-a3ea-16b3f0cefc9b,active,90.1,2025-01-15,ad5eba23-219d-442e-9d53-16127102c43d,Raw Materials,1.99,2024-04-02
b88e830f-de1e-494a-85a1-1f5cad05b912,"Schneider, Steele and Bishop",David Grant,shellyhendrix@bush-vaughn.info,Ghana,258.644.1986x6524,1.73,2025-04-21,No,209cfaaa-3025-4203-9863-f6ccc54332b7,pending,65.0,2025-02-26,d147fe04-ee2e-4ca0-9789-32d7ae1f4447,Raw Materials,4.06,2024-09-06
713f8f8c-ec8b-4537-98ab-4778143b45e3,"Scott, Mendoza and Harris",Taylor Horton,danielyang@sanchez.net,Czech Republic,+1-930-916-5712x0826,2.81,2024-09-10,Yes,fc3c18ee-103a-42e7-8a57-f65e8ff89120,active,98.5,2024-09-16,ded2598f-993b-4250-a5ef-03615bf08c02,Raw Materials,3.47,2024-01-02
52380bf2-4988-4418-b6c3-1218c1836315,Brewer-Velez,Kenneth Nichols,gentrygregory@peck.biz,Solomon Islands,924.400.4991x5478,2.74,2025-02-04,No,a19137a1-8f18-421d-b685-d5153098e2cb,active,64.2,2025-05-13,102f9576-02ca-4b59-835c-3c6cc54690d1,Logistics,1.23,2024-04-07
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,Rivera Ltd,David Lopez,krystal93@carr.biz,Sweden,(585)916-1227x53046,3.97,2024-11-24,Yes,45bafec8-9963-4e8a-99a9-74796a3d05d3,active,88.1,2024-11-09,25c07547-f7b1-4792-9ae8-d636927d6a24,Raw Materials,4.91,2024-02-14
951c25d5-4d4c-4280-9462-52e7f43ba052,"Berry, Green and Ward",Michael Marshall,richardshaw@carrillo.com,Heard Island and McDonald Islands,+1-533-527-2795x687,3.61,2024-10-02,No,a06aefcf-14a1-4238-b47d-20901b6ce049,active,76.7,2025-02-15,8bb88f0c-7be7-4b26-b446-9c21ce4c0e24,Logistics,4.83,2024-12-16
14f573d0-c991-4032-9f85-c77798874bfe,"Griffin, Padilla and Miller",Amy Kelley,ashleyhernandez@bond-ramos.com,Saint Barthelemy,001-871-987-0728,3.21,2024-07-09,No,077c8620-e2f4-40eb-9341-a4fb380d7979,pending,70.4,2024-09-09,446d3e56-7f39-4f3c-a39f-4dbba5227c8f,Manufacturing,3.95,2024-06-19
ce920136-ac3a-412f-b65e-6cb58f0d5540,Cummings-Foster,Nichole Lane,hendersonisabella@mcknight.info,Antigua and Barbuda,762-326-5676x6182,3.18,2023-10-01,Yes,077c9cd9-20ac-4c2f-9ec2-15ce9c84dded,pending,65.2,2025-02-21,75471edb-aba4-4e34-964a-fe49bc15a6a8,Manufacturing,2.76,2025-02-02
2099d180-8762-4997-a49f-7d888989c5ab,"Irwin, Davenport and Avila",Julie Ball,opatel@murray.com,Comoros,001-210-569-0331x1907,4.12,2024-11-15,Yes,d323b059-4be6-4e70-9903-b08c2608af9c,inactive,96.7,2025-01-26,67004d5c-3b06-48a5-8e95-a04485e72747,Raw Materials,3.18,2025-01-20
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,Webster Inc,Wyatt Young,barbara53@walter-odom.net,Cyprus,(744)808-9268x70568,3.62,2024-03-17,No,2b1db2d6-a9c6-4dcd-b6d9-8557d5da2115,inactive,84.0,2024-11-09,02aa56f6-fd76-490d-b44c-c2c4c4a16266,Logistics,4.33,2024-05-20
c12169db-2f12-4150-a05f-b1eb4cc57e0d,"Wells, Atkinson and Turner",Renee Melendez,jfaulkner@anderson.com,Uzbekistan,551.583.0469x901,3.57,2024-05-08,Yes,f85a0779-c050-4a6f-8879-545b9c6d5a59,pending,91.7,2024-07-10,b54af58b-6997-40a3-9342-98ecb6b80dc0,Raw Materials,4.32,2024-10-12
4d9dbaeb-553d-4625-a833-4da5de95d695,Lewis and Sons,Autumn Key,srocha@padilla.com,Singapore,767-585-4458x7717,4.62,2024-02-18,Yes,1434b12d-5ef6-4eee-8907-3db7eb49a282,inactive,61.3,2025-01-19,26f717f0-a606-4cf6-ac21-b7219608b820,Logistics,2.37,2023-07-23
dd34aa18-9001-4ed4-8bb4-01e769f753f1,Figueroa Inc,Timothy Riley,mphillips@hall-hudson.com,Luxembourg,+1-454-977-7252,2.77,2023-10-05,No,d830004c-397e-498a-8fd3-5def7c01945e,inactive,84.2,2024-06-13,fd67fb92-3378-43fd-ba99-0120d0f58e53,Raw Materials,2.77,2025-01-25
a44d9fec-fd85-47fa-8ac9-7b01e3ad64d4,Warren Inc,Mary Duran,otaylor@jones.com,Cuba,275.609.9770x08860,4.06,2024-06-18,No,c6b9c0ad-0c43-4cbe-8300-295e21bf8465,pending,76.6,2025-04-22,291659e5-08a7-4af4-a3ff-c2bac18acb17,Raw Materials,2.97,2024-06-09
d02b1243-8091-4ac1-8463-750e49646b96,"Craig, Drake and Browning",Brent Hernandez,christineking@adams-sanders.com,Iraq,993.234.1016x668,2.76,2024-08-31,No,996ec8f7-24ba-411c-b023-f349d2d575ab,pending,82.2,2025-05-13,55bcdfc8-bdd6-4bdf-aab6-b8d03b4c0e52,Manufacturing,1.3,2024-04-18
7ff6b824-152a-4aec-abdf-cb41b3eda8f1,Newman-Rivera,Valerie Jacobson,hallrachel@clay.com,Poland,689-402-5039x261,3.45,2024-07-09,No,ab6af61e-d4e5-4a84-9993-9326968502fc,pending,85.5,2024-11-12,82505791-a6b8-4afd-8bc2-1de853876faa,Logistics,4.27,2024-02-05
639fc471-d975-4f00-95ab-a8ae9112fbc0,"Mosley, Rivera and Campos",William Ramsey,brian63@peterson.org,Indonesia,001-350-647-7358x66296,3.15,2024-12-27,No,6bc202e1-b05b-4763-ad82-4e9c860b6c62,inactive,76.5,2025-05-01,59890217-ade8-4493-9536-f404ba975b82,Raw Materials,2.48,2024-12-24
