supplier_id,supplier_name,contact_name,email,country,phone,performance_score,last_audit_date,preferred_supplier
17dc8eff-6872-43f9-8d60-593603802b70,Gay Inc,Bruce Collier,scantu@thornton.info,Ecuador,682.263.9821x465,2.38,2023-12-15,Yes
9475dbc9-9641-4ced-9664-d2644c6e27ff,"Burns, Hernandez and Ryan",Juan Daniels,mcantu@allen.biz,Aruba,976-262-7028x95171,2.14,2024-11-01,Yes
f84f16b3-a79f-4faf-9ef5-768968f45bce,Jones LLC,Michael Santos,melissa86@sims-clay.info,Tunisia,+1-309-313-4316,3.02,2024-04-11,No
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Nguyen Inc,James Thomas,yknight@jackson.org,Trinidad and Tobago,(693)479-2374x7407,3.55,2023-07-15,No
966b1964-fcd6-4dca-9876-fd09f1faf665,Fowler-Coleman,Ryan Gonzalez,gcastaneda@james.org,French Polynesia,001-740-564-0909x743,1.49,2024-08-30,No
c16d83ed-ad81-48bd-8029-13ec9ef2b93e,"Saunders, Becker and Taylor",Mark Williams,xjohnson@anderson.biz,China,928.658.8424,4.89,2024-11-18,Yes
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Taylor and Sons,Misty Whitney,christopher60@herrera-gibson.com,Myanmar,(651)837-0985x9317,3.86,2023-08-16,No
4dead645-0986-4beb-b23e-323d0b9bd934,Wilson-Young,Jasmine Watson,umatthews@mcclure.com,Syrian Arab Republic,796.240.5377x3515,3.88,2024-03-09,No
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Davis-Lewis,Tricia Williams,john29@jones.com,Namibia,635.429.0422,2.23,2023-08-11,Yes
03cde2e3-21bd-4b41-8699-8731ddcf8766,Tyler-Young,Christopher Williams,vfox@alvarez.net,Nauru,278-239-0847,1.71,2025-05-21,Yes
afa415e5-6d20-4496-a6d0-6371d8e88ebb,Henry Group,Bobby Franklin,martinezclaudia@kelley.net,French Polynesia,789.961.1836x736,2.98,2024-03-09,No
6d4067f4-5003-4b35-9857-8bafbac7e2b9,Ortega-Brooks,Thomas Jones,daviscolin@watson.net,Monaco,416-956-0494x51983,1.34,2023-11-02,No
8e676a01-d86a-4460-99a1-120e1bb43332,Wilson-Ramirez,Jeffrey Hoffman,lynchdiane@adams.com,Uruguay,850-922-9612x01836,1.64,2024-01-27,Yes
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,"Carlson, Ware and Moore",Amber Miller,fstanley@ramos.com,Guatemala,(614)597-8403x69003,2.07,2024-12-03,Yes
53ffd3a2-4a19-4501-8169-b9fcc3a00c6f,Smith Ltd,Carl Patel,vincentwhitaker@jones-hensley.com,Jordan,6713596966,4.73,2024-03-14,No
cd2372c2-2bff-417b-9324-01fcf758dce2,"Stevens, Norris and Cox",Brian Graham,zwarren@reese-walker.com,Belarus,418.383.5523x12432,2.29,2023-09-29,No
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,"Wolf, Cole and Glass",Madison Weber,edward17@welch-hogan.org,Azerbaijan,(881)947-7005x411,1.59,2024-07-20,Yes
e5582e16-bd29-4de9-8ab4-923bf4488385,Cole PLC,Erica Alvarez,susanhayes@haas-miller.com,Armenia,677.888.9255,1.56,2024-03-16,No
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,"Holland, Jones and Davis",Diane Cummings,mathewaguilar@rangel.biz,Bulgaria,+1-214-786-5281x685,4.55,2024-01-03,No
f29a6339-577b-455a-b6d5-5494f37fd50d,Lee-Cooke,Edward French,stanleynancy@anderson.org,Sudan,(970)565-3794,2.9,2024-06-16,Yes
c8cc7cfe-cf01-4944-b731-57494f3949a8,Mckee-Lee,Laura Alexander,kimberly88@burch-montoya.org,Burundi,907-458-1814x124,2.43,2025-01-19,Yes
38d77b9a-e916-4a57-b248-23ab177a8a5f,Wilkerson-Arias,James Brooks,xvang@johnson.com,Somalia,(220)347-2779,3.6,2023-06-05,Yes
8c7e6f42-2646-4af9-95c0-244d3735262d,"Lynch, Henderson and Parsons",Bryan Allen,fbrown@herrera.com,French Guiana,(209)853-9621x85188,4.02,2025-02-19,No
fb25664d-630a-4767-a2bb-522b0b251279,King-Smith,Haley Quinn,ingramjill@anderson-bell.com,Suriname,+1-227-772-2170x4303,3.7,2025-04-04,No
d0be73ee-fd37-4539-a5f2-02f983f02dc7,"Kennedy, Johnson and Lucas",Scott Williams,joshua56@paul-kline.biz,Guadeloupe,(877)458-4161,2.91,2024-06-24,No
53f28f11-147f-4570-9a43-db54523ae993,"Phillips, Griffin and Robbins",Jeremy West,christina64@whitney.biz,Haiti,220.429.7021x35569,2.22,2024-09-30,Yes
71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,Berry PLC,Ernest Ramirez,johnsonjacob@hughes.com,Romania,339.747.3121x727,1.85,2024-09-22,Yes
8acbbe09-8ccc-4cea-909f-d8eeb5a47200,Vance-York,Tammy Little,william13@young.com,Guyana,+1-695-878-2911,3.32,2025-05-22,No
6929de73-8693-4d9d-ba89-cbebb807d78a,Morrow-Jones,Maria Cole,david89@saunders.biz,Macao,7186242253,4.59,2025-01-30,Yes
f4d375c1-a293-49fa-b240-d7a14027ab7d,"Hill, Weber and Mendez",Martin Vargas,georgeweber@morgan.com,Belgium,6946396907,3.93,2024-05-10,No
67f5ae02-af5b-4f47-8eae-71cfce000af0,Chavez-Barker,Jason Marshall,catherine55@travis.com,Malaysia,+1-415-337-1473,1.68,2023-06-28,No
9d896047-dd39-4793-a257-a4a2f204be89,Wright-Grimes,Garrett Lane,james27@owens.com,Western Sahara,(687)233-9500x4797,2.01,2025-01-31,Yes
43b47ee5-e1e8-4e7e-a249-8f666e51484d,"Diaz, Powell and Williams",Justin Cox,charles87@ramirez.com,Brunei Darussalam,865-258-5239,3.21,2023-06-25,No
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,Stone-Hernandez,Brenda Velazquez,francisco94@rogers.org,French Southern Territories,505.251.6940x9749,2.05,2024-07-22,Yes
b89f7039-a107-4c46-8634-17182ba6adb3,"Hampton, James and Underwood",Kenneth Graves,andrewedwards@gutierrez.biz,Macao,001-997-702-8385x78652,2.79,2024-06-25,No
b88e830f-de1e-494a-85a1-1f5cad05b912,"Schneider, Steele and Bishop",David Grant,shellyhendrix@bush-vaughn.info,Ghana,258.644.1986x6524,4.43,2025-04-20,No
713f8f8c-ec8b-4537-98ab-4778143b45e3,"Scott, Mendoza and Harris",Taylor Horton,danielyang@sanchez.net,Czech Republic,+1-930-916-5712x0826,2.86,2024-09-09,No
52380bf2-4988-4418-b6c3-1218c1836315,Brewer-Velez,Kenneth Nichols,gentrygregory@peck.biz,Solomon Islands,924.400.4991x5478,2.44,2025-02-03,Yes
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,Rivera Ltd,David Lopez,krystal93@carr.biz,Sweden,(585)916-1227x53046,1.25,2024-11-23,Yes
951c25d5-4d4c-4280-9462-52e7f43ba052,"Berry, Green and Ward",Michael Marshall,richardshaw@carrillo.com,Heard Island and McDonald Islands,+1-533-527-2795x687,3.12,2024-10-01,No
14f573d0-c991-4032-9f85-c77798874bfe,"Griffin, Padilla and Miller",Amy Kelley,ashleyhernandez@bond-ramos.com,Saint Barthelemy,001-871-987-0728,2.11,2024-07-08,Yes
ce920136-ac3a-412f-b65e-6cb58f0d5540,Cummings-Foster,Nichole Lane,hendersonisabella@mcknight.info,Antigua and Barbuda,762-326-5676x6182,3.6,2023-09-30,Yes
2099d180-8762-4997-a49f-7d888989c5ab,"Irwin, Davenport and Avila",Julie Ball,opatel@murray.com,Comoros,001-210-569-0331x1907,3.81,2024-11-14,No
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,Webster Inc,Wyatt Young,barbara53@walter-odom.net,Cyprus,(744)808-9268x70568,3.33,2024-03-16,No
c12169db-2f12-4150-a05f-b1eb4cc57e0d,"Wells, Atkinson and Turner",Renee Melendez,jfaulkner@anderson.com,Uzbekistan,551.583.0469x901,4.01,2024-05-07,Yes
4d9dbaeb-553d-4625-a833-4da5de95d695,Lewis and Sons,Autumn Key,srocha@padilla.com,Singapore,767-585-4458x7717,1.35,2024-02-17,Yes
dd34aa18-9001-4ed4-8bb4-01e769f753f1,Figueroa Inc,Timothy Riley,mphillips@hall-hudson.com,Luxembourg,+1-454-977-7252,1.03,2023-10-04,No
a44d9fec-fd85-47fa-8ac9-7b01e3ad64d4,Warren Inc,Mary Duran,otaylor@jones.com,Cuba,275.609.9770x08860,4.7,2024-06-17,Yes
d02b1243-8091-4ac1-8463-750e49646b96,"Craig, Drake and Browning",Brent Hernandez,christineking@adams-sanders.com,Iraq,993.234.1016x668,3.54,2024-08-30,Yes
7ff6b824-152a-4aec-abdf-cb41b3eda8f1,Newman-Rivera,Valerie Jacobson,hallrachel@clay.com,Poland,689-402-5039x261,4.91,2024-07-08,No
639fc471-d975-4f00-95ab-a8ae9112fbc0,"Mosley, Rivera and Campos",William Ramsey,brian63@peterson.org,Indonesia,001-350-647-7358x66296,4.63,2024-12-26,No
4499d0a6-1500-4170-92d1-5585b68e47fa,James Ltd,James Ward,smithkyle@juarez-garcia.com,Colombia,(778)888-6101x58199,1.02,2023-06-01,No
15aede0f-c777-407f-a346-d4ef69ef74e3,"Santana, Stein and Spence",Carolyn James,josephadams@brown.com,Italy,671-254-3799x3712,1.92,2025-04-15,No
614077d3-9ec4-4a48-9773-f98d550c2fe9,Alexander-Jordan,Marilyn Wheeler,malik37@thompson-sanders.com,French Guiana,001-479-235-6465x1939,3.7,2025-04-18,Yes
35ab8466-b557-4b00-b166-cdcf762cdfbc,Salinas-Guerra,Ryan Pope,ttaylor@king.biz,Somalia,(317)397-9688x6805,3.87,2024-12-05,Yes
2a9528c3-5ae1-4bad-aa29-60fda85894df,"Salazar, Hart and Newman",Tracy Rivera,grodriguez@walker-burgess.net,Mozambique,001-993-375-6798x250,2.12,2023-12-24,Yes
1db6b844-15fa-4483-b633-cc2deba900e1,"Thomas, Collins and Gibson",John Alvarez,cbowen@jones-williams.com,Angola,412-438-2825x86736,3.35,2024-09-02,Yes
bcc57be0-0779-450a-a544-e3136ea05d13,"Ware, Cole and Jordan",Daniel Ramirez,raylauren@lopez.com,Paraguay,485.696.9691x5579,1.98,2025-03-24,Yes
224a66a6-ac0f-4801-95b2-4e1d97154633,Wilson-Torres,Michael Dixon,kcarlson@henderson-tucker.net,Puerto Rico,+1-228-927-4225x7905,1.12,2023-08-30,Yes
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,"Delgado, Ortiz and Vasquez",Jill Jackson,flynnjeffrey@hill.com,Chile,001-979-578-8191x48580,3.57,2025-05-15,No
a757075b-d47f-43b1-bc69-c1551a37f6bd,Evans Inc,Gregory Montoya,hgrimes@clark.org,Portugal,(696)429-2330x958,1.66,2024-01-14,No
929ecc92-4a11-4e44-8aea-1b8fb43cde0a,Farley-Robertson,Robin Taylor,rsellers@martinez.com,Switzerland,367.329.4667,2.12,2024-03-12,Yes
efb3b939-b1d8-4887-8739-cc7bbff30c8d,Gibson-Freeman,Sheila Boone,simonstephen@terry.biz,Cuba,(237)345-4589x29750,4.86,2024-08-22,Yes
1fce01e3-042b-43ca-b5a7-2686d6321d31,Alexander Inc,Jessica Forbes DVM,erik41@ward.com,Austria,(943)261-1037x1293,1.11,2023-05-28,No
fcf7b842-1edf-4bfa-912e-0eb557f479b5,Benson-Woods,Brandon Shaffer,edwardsnicole@reyes.com,Bangladesh,390.492.7532x69731,1.68,2024-11-23,Yes
59fe3d53-624f-4a4b-bae1-e13796ee50e5,Edwards-Taylor,Bradley Tran,kimberly04@holmes.com,San Marino,(740)737-6137x9180,1.73,2023-08-27,Yes
6bbdb66f-9181-4091-96c6-f45cdc5e4e78,Payne-Thompson,William Jones,smithjason@fry.net,France,+1-386-566-1889x2414,2.44,2025-05-04,Yes
6406face-53a5-4850-8950-ddd627c6cbb1,"Walters, Davenport and Becker",Michael Blair,brianmiller@wilson-salazar.com,Georgia,+1-421-602-0275x88425,2.14,2024-11-08,Yes
0783e43c-e65f-4d87-857c-74981e38f711,Roman-Nelson,Michael Ray,crawfordwilliam@porter.com,Heard Island and McDonald Islands,(241)591-3800,4.82,2023-06-25,Yes
266bf2ea-eb93-478c-a20a-f1585d2d904f,Velazquez Inc,Suzanne Yang,pwalker@moon-flores.com,Montserrat,(618)702-3806x174,1.15,2023-07-25,Yes
335f2f59-5e71-4fca-820a-449774ed5145,Elliott-Torres,Julie Vargas,xcuevas@oconnor.com,Canada,8606385050,2.22,2023-08-06,No
6b790d01-3cf8-4d20-bbad-793f87a1ec02,Woodward-Kaufman,Douglas Williams,phyllismeyer@huang.org,Bhutan,726.719.9062x34456,1.55,2024-04-17,No
33e4f986-f18c-4cdc-931e-b7233bcdf203,Chan PLC,Brian Cole,richard85@hayes.com,Timor-Leste,312-549-0352,3.82,2025-04-29,No
ad5be3c8-0c88-4714-8372-17e0657046ea,Green-Ewing,Jared Chavez,codygarcia@martinez.com,Bulgaria,365.519.9410,2.55,2025-03-12,No
178be968-20f8-4ba2-8f2e-32967184b713,Martinez-Dunlap,Thomas Hamilton,ycrawford@simmons.com,Fiji,220.399.9347x687,2.95,2023-12-13,No
a484e035-330f-4aa3-ab52-f93c2321e64e,"Wright, Mcknight and Stephens",James Reeves,fstephens@durham-shaw.biz,Faroe Islands,(705)593-0407,1.79,2025-05-03,No
3dbc3093-a828-4442-bf73-8f5019a2676f,Ferguson-Moody,Pamela Gould,lkelly@young.com,United States Minor Outlying Islands,001-605-499-2937,3.78,2024-05-15,No
9a069295-3b8d-4447-8e61-065f171b1b80,Smith Group,Thomas Harris,matthewthompson@brown-hernandez.com,Singapore,685-715-6915,4.28,2023-08-30,No
6fd69b3a-f2dd-4456-bb7b-6c0528522ca2,"Yu, Banks and Thompson",Melissa Mcfarland,jeffrey92@parker-barker.com,Christmas Island,001-909-469-0295x9391,1.63,2024-01-20,Yes
fb7d3ba1-58c8-4c48-bced-4d1f13eb22c9,Jackson-Mcclure,Michael Fowler,sean43@steele.com,Solomon Islands,800-767-6267,1.08,2024-06-25,Yes
c9ea356a-7abf-4ebf-942c-b1ae19f738cb,"Curtis, Mcdaniel and Martin",Ryan Phillips,jose11@jackson-bennett.com,Mexico,859-497-0629,2.43,2023-07-01,Yes
30a2cee8-f972-4cc1-b49e-f4a954c29d5c,Terry-Bowen,Deborah Campbell,codylong@larsen.biz,Benin,897-931-0324x1714,4.97,2024-05-14,No
a4515ae0-1754-4f08-83d7-5413a939ebd1,"Hughes, Watson and James",Andrew Gonzales,jeremy49@hernandez.com,Belize,+1-558-969-3806x86879,1.49,2023-12-27,No
b6dcbd05-da9b-4cc1-a71c-681a6511e61a,Shaw PLC,Megan Oliver,averyshane@stanton.com,Armenia,(716)632-9451x16868,4.91,2024-06-05,Yes
c95b61f8-032a-461a-9f9b-7c1feacb1f6d,"Dean, Mills and Barnes",Charles Matthews,buckleyanna@floyd.com,Turkey,(846)279-9702x46299,4.04,2024-03-07,No
3cd1ff3f-b0c5-4278-94dc-cba5e1035e1c,Reese LLC,Alicia Roth,larry71@taylor.info,Singapore,446-391-3736x78508,2.16,2024-01-05,No
c7cfeca8-22b9-424c-a744-3fb881bd55d5,"Suarez, Johnson and Lee",Sara Wright,xwilliams@gonzalez.biz,North Macedonia,703-757-9727,3.59,2023-09-19,No
d4b3e8cf-bfbb-4ab3-8237-8962e4fd6c34,"Davis, Johnson and Williams",Penny Lewis,deborahbyrd@pearson-palmer.com,Lebanon,(829)803-4944,4.03,2025-02-03,Yes
7779857f-37dc-4c78-8082-fcda7580e4e9,Byrd-Holloway,Brian Hunt,anna99@evans-rodriguez.com,Guadeloupe,754-444-3283x096,3.53,2024-10-31,Yes
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Meadows-Sullivan,Lauren Cooley,matthewreeves@nichols.com,Madagascar,528-724-1724x8251,3.97,2023-11-02,No
c9c04b7d-6ba4-470b-8e9d-23e9df162ec3,Watson-Richards,Bruce Brown,kennedyjames@dillon.net,French Southern Territories,(702)423-5697x25217,1.87,2024-01-07,No
4605ec0e-73b9-42ac-8134-e76b0ed9fa95,Juarez and Sons,Brooke Glover,andersonryan@powell-sanford.biz,Albania,2835505830,2.84,2023-11-04,Yes
21019bff-4fe5-4745-9827-4e80e0821918,Reyes PLC,Austin Williams,stephen89@morgan.com,United Arab Emirates,453.326.0332x3098,2.51,2024-02-14,Yes
600c9c71-0990-4647-8ac8-d87ea689d07f,"Scott, Nichols and Williams",Mary Valdez MD,butleromar@king.com,Gabon,(318)949-9261x89141,3.5,2023-10-15,No
d4dd1b56-4353-41b2-8728-50c13322c68b,"Dudley, Howard and Ortiz",Joshua Lozano,arivera@powers.org,Paraguay,321.481.1437x4470,4.68,2025-02-19,No
cd3566ef-5c37-4739-8a62-9c5eda2cf852,"Edwards, Rodgers and Davis",Amber Christian,markkline@adams.com,Cocos (Keeling) Islands,366-474-6762,5.0,2024-10-12,No
d8274fc3-f145-4426-bb48-1ded0f037337,Garcia PLC,Mr. Jeffrey Carr,cheryl27@rodriguez-jenkins.com,Bahrain,850-589-9358x891,2.82,2024-05-09,No
62874624-a433-4510-ad21-b4cca9e8f0d8,Combs PLC,Lisa Smith,williamharrison@booth-jones.info,Gibraltar,554.308.3866,3.0,2024-04-22,No
1688782f-72b6-46ca-92b2-6acdcd1f75a3,West-Wilson,Matthew Garcia MD,petersenlatoya@walsh.info,Zambia,550-237-5899x75711,1.23,2024-01-27,No
ccc7147f-f6e5-403c-a237-9e6fd4734534,Kelley-Brooks,Steven Vasquez,nrodriguez@lopez.com,Kuwait,451.960.9177,3.69,2023-05-26,No
ef705d01-8da0-4d88-8c6f-3051bc788423,Roberson-Webb,Tammy Thompson,jessicaanderson@sandoval-obrien.com,Madagascar,(669)734-6547x2269,2.44,2024-10-24,No
37a3c30a-a1f0-4a7a-8db7-8572ef7db821,Clark Ltd,Gregory Chambers,williambenson@page-hodges.net,Lesotho,001-296-884-6081,4.75,2023-09-06,Yes
4458b006-332c-4e0a-8e7d-a698ab95c72f,Terrell Ltd,Ryan Vaughn,james80@cervantes-garcia.net,Tonga,886.738.4066,2.45,2025-04-28,No
4057e470-be61-47a8-8351-b09d0dc5fb06,Oliver Group,Susan Bush,kari89@parsons.com,Kiribati,(612)628-1606,1.1,2023-08-26,Yes
0171f5a7-4148-4d11-9894-62e895801c3a,Owens-Pineda,Timothy Carlson,tracy98@jones-zimmerman.net,Cyprus,(381)782-6886,2.92,2023-10-31,No
54c0c6c2-54f6-416e-a9d0-49dc369e5af8,Carter-Clements,Karen Hoffman,wilsonmichael@conway.org,Ecuador,7569164840,4.64,2024-05-12,No
31487df8-a6ca-4d50-a5f5-c8914be318a8,Palmer-Vaughan,Tyler Medina,simsjason@ayala.com,Costa Rica,+1-361-220-7501,4.26,2023-09-30,No
9330ba83-1208-4e20-8ede-9b46407d0aff,Bartlett Group,Mark Hamilton,pricedavid@may.com,Saudi Arabia,001-890-815-8144x9147,1.7,2025-01-12,No
889157fd-2804-40ac-b957-41bb07e3c39a,Taylor Group,Sarah Phillips,kennetheaton@wong.net,Cambodia,600-599-6881,3.32,2024-11-20,Yes
3634646c-5806-4961-b9d7-07a9e74ed0b3,Whitehead-York,Clinton Jensen,james29@york.info,Oman,+1-714-714-1397,1.11,2023-08-24,Yes
48febf6d-199c-4d94-bc0a-584ea7cd13cb,"Jones, Lee and Tucker",Matthew Steele,arianadiaz@benjamin-jackson.com,Egypt,764.652.5777,4.28,2024-05-12,No
9b4bf377-a542-4eb9-acff-45f81bdc74a9,Wilkinson and Sons,Christina Gross,lunapatricia@welch.org,Croatia,5846887256,3.07,2023-08-28,No
6593b659-172e-4c68-82aa-5c4680499bbf,Shaw-Bates,Renee Mendez,katherinetaylor@white.com,Saint Pierre and Miquelon,001-775-803-7314x5303,3.39,2024-04-30,Yes
0a3731ab-0be3-434a-a1ad-640c7463835e,"Nguyen, Padilla and Boyd",Sandy Baker,nicholasgray@valdez.biz,United States of America,486.955.7790,3.88,2023-09-21,No
47e321c2-a4ba-48bf-83b8-fa0513bc0dc6,Hernandez and Sons,Mitchell Wilson,robertrivera@olson.info,Cote d'Ivoire,001-426-403-0299,4.6,2024-08-25,Yes
2598f383-9280-4da2-a40b-50e40a086989,Jackson and Sons,Jennifer Costa,johnsjessica@valentine-robinson.org,Latvia,923.369.2929x8425,2.23,2023-11-06,No
043d72db-1bcb-404c-a1d8-b96a62ada157,Mills PLC,Samantha Jacobs,thomasmendez@rich.net,Sao Tome and Principe,817-729-8068,3.65,2025-02-20,Yes
3abf9c65-6dd0-43f3-87a2-0e22b298b811,Clarke-James,Natalie Juarez,colemanjonathan@kent.com,Netherlands Antilles,+1-264-830-0981,3.01,2024-09-12,No
68aa1236-50de-4f43-8de5-c35ab0117b0a,Rodriguez-Simmons,Deborah Herrera,cheryl63@arnold-grant.com,Heard Island and McDonald Islands,+1-387-544-9562,2.47,2024-04-13,Yes
19abdc15-296b-47bf-b301-bb6cb3061300,Romero LLC,Lisa Cohen,martintamara@brock.info,Vanuatu,+1-661-214-3519x066,4.39,2025-04-13,No
7e8eed12-a3ea-41a2-acde-9187d1fa82a6,Smith-Jefferson,Kelly Lee,christinacraig@allen-smith.com,Benin,665-766-9380x118,2.75,2024-02-01,Yes
9b3aa1d1-39ee-40ab-86c9-37e0d0c59550,Gibson Group,Debbie Russell,hansenwesley@arroyo-pratt.com,Turkey,+1-994-976-9735,4.38,2025-03-08,Yes
1dc3c26e-7b62-459e-8700-749adcad8ec2,Jones-Schultz,Megan Hall MD,zachary04@mitchell.com,Belarus,+1-527-955-3942,1.54,2024-11-11,Yes
df6c0d60-3df7-4a69-bc45-144a3c1fdff0,Clark-Harris,Luke Moore,wilsonchristian@vasquez.com,Thailand,459.257.9472x8463,2.92,2024-06-10,No
8a6fc4b3-f08d-412e-ba73-2f356c5540f0,Shaw Group,Patty Bryant,wolfesteve@smith.com,Greece,(494)928-4347x955,1.46,2024-03-27,No
5f4faf10-c08f-46d7-b361-e70a6b49acc6,Dickerson-Ramirez,Carlos Johnston,lisale@peters.com,Cameroon,001-627-202-6728x8574,4.86,2024-03-09,Yes
3728ddc2-0f5e-4b47-a9d0-c613b0c77002,Woods-Soto,George Ward,maurice61@dillon-mccarty.com,Morocco,001-382-845-5877,2.15,2024-08-13,No
2514c7ce-f4e3-4f7b-a1b7-e3d876b874d3,Davidson LLC,Logan Sullivan,millermatthew@stewart-carter.com,Netherlands,+1-564-675-9876x2202,1.66,2025-04-09,Yes
35e80364-147f-4f67-bfee-f19db360dfaa,Sanders Inc,Shawn Kelley,wisealexandria@garcia.com,Belize,+1-764-733-4722x8200,4.62,2025-02-12,Yes
